id,title,ingredients,ingredients_normalized
240,Enchiladas,"['1 (12 oz.) can tomato paste', '1 qt. water', '2 cloves garlic, minced', '5 tsp. chili powder', '1 lb. lean ground beef', '1/2 c. chopped green onions', '2 c. shredded Monterey Jack cheese', '1 doz. corn tortillas']","""['tomato paste', 'water', 'garlic', 'chili powder', 'ground beef', 'green onion', 'monterey jack cheese', 'corn tortilla']"""
241,Zucchini In Tomato Juice(From Weight Watchers),"['zucchini', '12 oz. tomato juice', 'dash of oregano', 'dash of parsley flakes', 'dash of garlic powder', '2 Tbsp. bell pepper', '2 Tbsp. dehydrated onions', 'salt', '1 chicken bouillon cube']","""['zucchini', 'tomato juice', 'oregano', 'parsley', 'garlic powder', 'bell pepper', 'onion', 'salt', 'chicken bouillon']"""
242,Pineapple Casserole,"['1 c. sugar', '6 Tbsp. flour', '2 c. grated Cheddar cheese', '1 1/2 c. crushed Ritz crackers', '2 (15 1/2 oz.) cans pineapple chunks, drained', '1 stick margarine, melted']","""['sugar', 'flour', 'cheddar cheese', 'crushed ritz cracker', 'pineapple chunk', 'margarine']"""
243,Brunswick Stew,"['1 (2 lb.) chicken', '3 c. water', '1 1/2 tsp. salt', '3 potatoes', '1 onion', '1 (10 oz.) box frozen limas', '1 c. frozen or 1 can corn', '1 can tomatoes', 'salt and pepper to taste', '1/4 c. butter']","""['chicken', 'water', 'salt', 'potato', 'onion', 'lima', 'corn', 'tomato', 'pepper', 'butter']"""
244,Cheese Ball,"['2 (8 oz.) pkg. cream cheese', '2 Tbsp. mayonnaise', '1 tsp. lemon juice', '5 to 6 green onions', '1 (6 oz.) pkg. smoked deli beef', '1 small can chopped black olives', '1 small green bell pepper', 'chopped nuts', 'Ritz crackers']","""['cream cheese', 'mayonnaise', 'lemon juice', 'green onion', 'smoked deli beef', 'chopped black olives', 'bell pepper', 'nuts', 'ritz cracker']"""
245,Marinated Carrots,"['2 lb. carrots, cut in diagonal slices', '1 large onion, sliced in rings', '1 (10 oz.) can tomato soup, undiluted', '1/2 tsp. salt', '1/2 tsp. pepper', '1 c. sugar', '1/2 c. salad oil', '3/4 c. vinegar']","""['carrot', 'onion', 'tomato soup', 'salt', 'black pepper', 'sugar', 'oil', 'vinegar']"""
246,Blueberry Cake,"['4 eggs, separated', '2 c. sugar', '1 c. shortening', '1 tsp. salt', '2 tsp. baking powder', '2 tsp. vanilla', '3 c. flour', '2/3 c. milk', '3 c. floured blueberries']","""['egg', 'sugar', 'shortening', 'salt', 'baking powder', 'vanilla', 'flour', 'milk', 'blueberry']"""
247,Summer Squash Casserole,"['6 c. sliced yellow squash', '1 c. finely chopped onion', '1 can cream of chicken soup', '8 oz. sour cream', '8 oz. pkg. stuffing mix', '1 stick butter']","""['squash', 'onion', 'cream of chicken soup', 'sour cream', 'stuffing mix', 'butter']"""
248,Skor Cake,"['1 box German chocolate cake mix', '1 can Eagle Brand condensed milk', '1 jar Smuckers caramel sauce', '1 container Cool Whip', '6 Skor candy bars']","""['german chocolate cake mix', 'eagle brand condensed milk', 'smuckers caramel sauce', 'cool whip', 'skor candy bar']"""
249,Never Fail Pie Crust(Double Pie Crust),"['4 c. sifted flour', '1 1/2 c. shortening', '1 egg', '1/2 c. ice cold water', '1 Tbsp. vinegar', '1 tsp. sugar', '1/2 tsp. salt']","""['flour', 'shortening', 'egg', 'water', 'vinegar', 'sugar', 'salt']"""
250,Best Brownies,"['1/4 lb. butter', '1/2 c. cocoa', '2 c. sugar', '4 eggs', '2 tsp. vanilla', '1 1/2 c. flour', '1/4 tsp. salt', '1 c. flaked coconut']","""['butter', 'cocoa', 'sugar', 'egg', 'vanilla', 'flour', 'salt', 'coconut']"""
251,Mushroom Caps Stuffed,"['20 to 24 white large mushrooms, cut off stems and hollow out carefully, reserving stems', '1 lb. sweet sausage', '3/4 c. Mozzarella cheese', '1/2 c. seasoned bread crumbs']","""['mushroom', 'sausage', 'mozzarella cheese', 'bread crumb']"""
252,Toffee Brickle,"['unsalted soda crackers', '3/4 c. packed brown sugar', '2 sticks butter', '12 oz. bag chocolate chips']","""['soda cracker', 'brown sugar', 'butter', 'chocolate chip']"""
253,Stir Fried Veggies Medley,"['2 medium carrots', '2 celery stalks', '1 medium or 2 small onions', '1 medium bunch broccoli', '1/2 lb. mushrooms', '1/4 c. salad or olive oil', '1/4 c. water', '1 1/4 tsp. salt', '1/2 tsp. pepper', '1 level tsp. sugar']","""['carrot', 'celery', 'onion', 'broccoli', 'mushroom', 'salad oil', 'water', 'salt', 'pepper', 'sugar']"""
254,Bacon And Egg Breakfast Bake,"['4 oz. fully cooked Canadian bacon or ham, cut into small cubes', '1/2 c. finely chopped Muenster, Cheddar or Monterey Jack cheese', '4 eggs', '1 1/2 c. skim milk', '1/2 tsp. pepper']","""['canadian bacon', 'cheddar cheese', 'monterey jack cheese', 'egg', 'skim milk', 'black pepper']"""
255,Spiced Tea,"['1 1/4 c. Tang', '1/2 c. sugar', '1/3 c. instant tea', '1/2 tsp. cinnamon', '1/4 tsp. cloves', 'dash of salt']","""['tang', 'sugar', 'instant tea', 'cinnamon', 'cloves', 'salt']"""
256,Fruit Pizza,"['1 tube cookie dough', '1 pkg. cream cheese', '1/3 c. Marshmallow Fluff', 'sliced blueberries, peaches, kiwi and strawberries']","""['cookie dough', 'cream cheese', 'marshmallow fluff', 'blueberry', 'peach', 'kiwi', 'strawberry']"""
257,Ham Roll-Ups,"['6 thin slices Prosciutto ham', '3 oz. soft cream cheese', '1 small finely chopped onion']","""['prosciutto', 'cream cheese', 'onion']"""
258,Pineapple Souffle,"['1/4 c. butter', '1 1/2 c. sugar', '1 large can pineapple, drained', '3 slices bread, cubed', '3 eggs, beaten', '1/4 c. milk', 'cinnamon', '1 Tbsp. sugar', 'roasted pecans']","""['butter', 'sugar', 'pineapple', 'bread', 'egg', 'milk', 'cinnamon', 'pecan']"""
259,Real Whipped Cream That Keeps,"['1/2 tsp. unflavored gelatin', '4 tsp. cold water', '1 c. heavy cream', 'pinch of salt', '1/2 tsp. real vanilla', '1 tsp. sugar']","""['gelatin', 'water', 'cream', 'salt', 'vanilla', 'sugar']"""
260,Montana Mud Cake,"['2 sticks margarine', '2 c. sugar', '2 Tbsp. cocoa', '4 eggs', '1 tsp. vanilla', '1 1/2 c. flour', '1 1/3 c. coconut', '1 c. chopped pecans']","""['margarine', 'sugar', 'cocoa', 'egg', 'vanilla', 'flour', 'coconut', 'pecan']"""
261,Diane'S Quick Quiche,"['3 eggs', '1 1/2 c. margarine, melted', '1/2 c. Bisquick', '1/4 tsp. salt', 'pepper to taste', '1 c. shredded Swiss cheese', '1/2 c. crisp fried bacon, crumbled', '1/4 c. chopped onion', 'pinch of basil', 'pinch of marjoram', '1 c. broccoli or favorite vegetable']","""['egg', 'margarine', 'bisquick', 'salt', 'black pepper', 'cheese', 'bacon', 'onion', 'basil', 'marjoram', 'broccoli']"""
262,Egg Drop Soup,"['2 Tbsp. peanut oil', '1 c. chopped onion', '1 1/2 tsp. minced garlic', '7 c. chicken broth', '2 Tbsp. soy sauce', '1/4 tsp. pepper', '1 c. thinly sliced carrots', '1 tsp. minced ginger root', '1 lb. lean pork, cut in strips', '1 (8 oz.) can bamboo shoots, drained', '1 (8 oz.) can sliced water chestnuts, drained', '6 oz. frozen pea pods', '1/4 tsp. sesame oil', '2 eggs, well beaten']","""['peanut oil', 'onion', 'garlic', 'chicken broth', 'soy sauce', 'black pepper', 'carrot', 'ginger root', 'pork', 'bamboo shoots', 'water chestnuts', 'pea', 'sesame oil', 'egg']"""
263,Summer Berry Sauce,"['3/4 c. frozen raspberry or raspberry blend juice concentrate, thawed', '2 Tbsp. honey', '1 c. sliced fresh strawberries', '1 c. fresh or frozen blueberries, partially thawed', '1 c. fresh or frozen raspberries, partially thawed']","""['raspberry juice concentrate', 'honey', 'strawberry', 'blueberry', 'raspberry']"""
264,Cherry Pie,"['9-inch graham cracker crust', '1 can condensed milk', '1/3 c. lemon juice', '1 can cherry pie filling', '1 (8 oz.) pkg. cream cheese', '1 tsp. vanilla']","""['graham cracker', 'condensed milk', 'lemon juice', 'cherry pie filling', 'cream cheese', 'vanilla']"""
265,Baked Bean Casserole,"['4 Tbsp. bacon drippings', '3 Tbsp. garlic salt', '3 medium onions, sliced', '1 large can pork and beans', '1 regular can red kidney beans', '1 can small green lima beans', '1/2 c. catsup', '1 tsp. dry mustard', '1/2 tsp. black pepper', '1 tsp. salt', '1/2 c. brown sugar', '1/4 c. vinegar']","""['bacon drippings', 'garlic salt', 'onion', 'pork and beans', 'red kidney beans', 'green lima beans', 'catsup', 'dry mustard', 'black pepper', 'salt', 'brown sugar', 'vinegar']"""
266,Pumpkin Bread,"['2 c. canned pumpkin', '1 c. salad oil', '3 c. sugar', '3 1/4 c. flour', '4 eggs, beaten', '2 tsp. salt', '1 tsp. baking powder', '1 tsp. baking soda', '1 tsp. cinnamon', '1 tsp. cloves', '1 tsp. nutmeg']","""['pumpkin', 'oil', 'sugar', 'flour', 'egg', 'salt', 'baking powder', 'baking soda', 'cinnamon', 'cloves', 'nutmeg']"""
267,Fried Rice,"['1/4 c. onions, chopped', '2 Tbsp. green pepper, chopped', '2 Tbsp. salad oil', '2 c. cooked rice', '3 oz. sliced mushrooms', '2 Tbsp. soy sauce', '3 eggs, beaten']","""['onion', 'green pepper', 'salad oil', 'rice', 'mushroom', 'soy sauce', 'egg']"""
268,Paw Paw'S Pancakes,"['2 eggs', '1 1/2 Tbsp. sugar', '1 1/2 c. self-rising flour', '1 c. milk', '3 to 4 Tbsp. oleo, melted', 'vanilla to taste']","""['egg', 'sugar', 'flour', 'milk', 'oleo', 'vanilla']"""
269,Speedy White Clam Sauce,"['1 can minced clams', '2 cloves garlic, minced', '1/2 c. olive oil', '1 Tbsp. minced parsley', 'salt and pepper']","""['clam', 'garlic', 'olive oil', 'parsley', 'salt', 'pepper']"""
270,Pineapple Cranberry Pie,"['3 c. cranberries', '1 1/2 c. crushed pineapple', '1 1/4 c. sugar', '1 Tbsp. flour', '3/4 tsp. cinnamon', '1/2 tsp. nutmeg', '1/4 tsp. salt']","""['cranberry', 'pineapple', 'sugar', 'flour', 'cinnamon', 'nutmeg', 'salt']"""
271,Strawberry Yum-Yum,"['1 stick margarine', '2 c. graham cracker crumbs', '2 pkg. Dream Whip', '1 (8 oz.) pkg. cream cheese', '1 c. sugar', '1 c. cold milk', '2 c. strawberries']","""['margarine', 'graham cracker', 'dream whip', 'cream cheese', 'sugar', 'milk', 'strawberry']"""
272,Blueberry Cream Pie,"['1 c. commerical sour cream', '2 Tbsp. all-purpose flour', '3/4 c. sugar', '1 tsp. vanilla extract', '3/4 tsp. salt', '1 egg, beaten', '2 1/2 c. fresh blueberries', '1 unbaked 9-inch pastry shell', '3 Tbsp. all-purpose flour', '3 Tbsp. butter, softened', '3 Tbsp. chopped black walnuts']","""['sour cream', 'flour', 'sugar', 'vanilla', 'salt', 'egg', 'blueberry', 'pastry shell', 'butter', 'walnut']"""
273,Western Style Barbecue,"['4 frankfurters, cut in 1-inch pieces', '2 Tbsp. butter', '1 (19 1/4 oz.) can Campbells chunky old fashioned beans with ham soup', '1 (12 oz.) can whole kernel golden corn with sweet peppers, drained', '1 (8 oz.) can lima beans, drained', '1/2 c. barbecue sauce']","""['frankfurter', 'butter', 'bean', 'corn', 'pepper', 'lima bean', 'barbecue sauce']"""
274,Cheese Cake,"['1 pkg. lemon Jell-O', '1 c. boiling water', '3 Tbsp. lemon juice', '1 (8 oz.) pkg. cream cheese', '1 c. sugar', '1 small can drained, crushed pineapple', '2 tsp. vanilla', '1 large can Milnot', '2 pkg. graham crackers', '1/2 c. oleo (1 stick)']","""['lemon jell-o', 'water', 'lemon juice', 'cream cheese', 'sugar', 'pineapple', 'vanilla', 'milnot', 'graham cracker', 'oleo']"""
275,Angel Food Cake,"['1 cup sifted cake flour', '1 1/2 cups sugar', '1 1/2 cups egg white (about a dozen)', '1 1/2 tsp. cream of tartar', '3/4 tsp. salt', '1 tsp. vanilla', '1/2 tsp. almond flavoring']","""['cake flour', 'sugar', 'egg white', 'cream of tartar', 'salt', 'vanilla', 'almond flavoring']"""
276,Plum Nutty Cake,"['2 c. self-rising flour', '2 c. sugar', '1 c. oil', '2 jars strained plum baby food', '3 eggs', '1 tsp. cinnamon', '1 tsp. allspice', '1 c. pecans, broken into small pieces']","""['self-rising flour', 'sugar', 'oil', 'plum baby food', 'egg', 'cinnamon', 'allspice', 'pecan']"""
277,Pinto Bean Pie,"['3 c. sugar', '2 sticks margarine, melted', '1 c. pinto beans, mashed', '4 beaten eggs', '1 Tbsp. vanilla']","""['sugar', 'margarine', 'pinto bean', 'egg', 'vanilla']"""
278,Speedy Little Devils,"['1 devils food cake mix', '3/4 c. peanut butter', '1 stick oleo, melted', '1 (7 oz.) jar marshmallow cream']","""['devils food cake mix', 'peanut butter', 'oleo', 'marshmallow cream']"""
279,Martha Washington Candy,"['2 boxes confectioners sugar', '1 can Eagle Brand milk', '1 tsp. vanilla', '7 oz. coconut (not frozen)', 'pecans', '1 box Bakers semi-sweet chocolate', 'paraffin']","""['sugar', 'milk', 'vanilla', 'coconut', 'pecan', 'chocolate', 'paraffin']"""
280,24 Hour Salad,"['1 head lettuce', '1 c. chopped onion', '1/2 c. bacon bits', '2 c. mayonnaise', '1 pkg. shredded Swiss cheese', '1 c. cauliflower (in pieces)', '1 c. chopped celery', '1 c. frozen peas', '3 Tbsp. sugar']","""['lettuce', 'onion', 'bacon', 'mayonnaise', 'cheese', 'cauliflower', 'celery', 'pea', 'sugar']"""
281,Rocky Road Fudge,"['1/2 c. margarine', '2/3 c. unsweetened cocoa', '1/2 c. light corn syrup', '1 Tbsp. water', '1 tsp. vanilla', '1 lb. confectioners sugar', '1 c. miniature marshmallows', '1/2 c. chopped nuts']","""['margarine', 'cocoa', 'corn syrup', 'water', 'vanilla', 'sugar', 'marshmallow', 'nut']"""
282,Ice Cream,"['2 eggs', '2 c sugar', '1 can Eagle brand milk', '1/2 pt cream', '2 tsp vanilla', 'pinch of salt', '2 qts milk']","""['egg', 'sugar', 'milk', 'cream', 'vanilla', 'salt']"""
283,No Bake Persimmon Pudding,"['1 c. persimmon pulp', '1 c. powdered sugar', '2 c. graham cracker crumbs', '1/2 c. peanuts, chopped', '1/2 c. miniature marshmallows', 'whipped cream']","""['persimmon pulp', 'powdered sugar', 'graham cracker crumb', 'peanut', 'marshmallow', 'whipped cream']"""
284,Fruitcake Cookies,"['1 c. light brown sugar', '3 eggs', '3 c. self rising flour', '1 tsp. cinnamon', '1/2 c. milk', '2 lbs candied fruit or 6 slices of candied pineapple and 2 cups of candied cherries', '3 to 4 c. of pecans']","""['light brown sugar', 'egg', 'flour', 'cinnamon', 'milk', 'candied fruit', 'pineapple', 'cherry', 'pecan']"""
285,Chicken And Tortilla Casserole,"['1 medium chicken', '1 can (12) soft tortillas', '1 large chopped onion', '1 large chopped green pepper', '1 can mushroom soup', '1 can cream of chicken soup', '1 can tomatoes and green chilies', '1/2 tsp. chili powder', '1/2 tsp. garlic salt', '1 lb. Cheddar cheese, grated']","""['chicken', 'tortilla', 'onion', 'green pepper', 'mushroom soup', 'cream of chicken soup', 'tomato and green chili', 'chili powder', 'garlic salt', 'cheddar cheese']"""
286,Fruit Pizza,"['1 tube refrigerator enriched sugar cookie dough', '8 oz. cream cheese, softened', 'assorted canned or fresh fruits, sliced', '1/2 c. powdered sugar', 'coconut']","""['sugar cookie dough', 'cream cheese', 'fruit', 'powdered sugar', 'coconut']"""
287,Harvard Beets,"['2 Tbsp. butter or margarine', '2 Tbsp. flour', '1/4 c. boiling water', '1/4 c. vinegar', '1/3 c. brown sugar', '1/2 tsp. salt', '1/8 tsp. pepper', '1/8 tsp. ground cloves', '2 1/2 c. diced, cooked beets']","""['butter', 'flour', 'water', 'vinegar', 'brown sugar', 'salt', 'black pepper', 'cloves', 'beet']"""
288,Clam Chowder,"['6 to 8 lean slices diced bacon', '2 c. diced, cooked potatoes', '1 c. diced onion', '2 cans minced clams, drained (reserve 1 c. clam juice)', '2 c. half and half', '1 c. water', '2 Tbsp. butter', 'salt and pepper to taste']","""['bacon', 'potato', 'onion', 'clam', 'half and half', 'water', 'butter', 'pepper']"""
289,Easy Cranberry Relish,"['2 small pkg. fresh cranberries', '1 c. sugar (or more if you like)', '1 whole orange', 'walnuts']","""['cranberry', 'sugar', 'orange', 'walnut']"""
290,Banana Omelette,"['3 Tbsp. Butter', '4 Bananas (sliced)', '6 Eggs (separated)', '1/2 tsp. Salt', 'Dash of Cayenne Pepper', '1/4 c. Milk', '2 Tbsp. Chopped Parsley']","""['butter', 'banana', 'egg', 'salt', 'cayenne pepper', 'milk', 'parsley']"""
291,Taco Soup,"['1 lb. hamburger', '1 onion, chopped', '1/2 pkg. dry taco seasoning', '1 can kidney beans', '1 can butter beans', '1 can tomatoes', '1 small can tomato sauce', '1 (12 oz.) can tomato juice or V-8 juice']","""['hamburger', 'onion', 'taco seasoning', 'kidney beans', 'butter beans', 'tomatoes', 'tomato sauce', 'tomato juice', 'v-8 juice']"""
292,Frosty Pudding Cones,"['2/3 c. sweetened condensed milk', '2 Tbsp. lemon juice', '6 sugar cones (the hard type)', '1/2 c. whipped cream or Cool Whip', '8 oz. fruit yogurt']","""['sweetened condensed milk', 'lemon juice', 'sugar cone', 'whipped cream', 'fruit yogurt']"""
293,Easy Marinade,"['1/2 c. soy sauce', '1/4 c. oil', '1/4 c. red wine vinegar', '1 tsp. oregano', '1 tsp. basil', '1 tsp. minced onion', '1/4 tsp. pepper']","""['soy sauce', 'oil', 'red wine vinegar', 'oregano', 'basil', 'onion', 'pepper']"""
294,Pina Colada Muffins,"['1 box Pillsbury yellow cake mix', '1 tsp. coconut flavoring', '1 tsp. rum flavoring', '1 c. coconut', '1/2 c. chopped nuts', '1 c. drained crushed pineapple']","""['yellow cake mix', 'coconut flavoring', 'rum flavoring', 'coconut', 'nuts', 'crushed pineapple']"""
295,Oriental Tossed Salad,"['3/4 c. sugar', '1/2 c. red wine vinegar', '1 c. oil', '3 Tbsp. soy sauce', '2 pkg. Ramen noodles, crushed', '1 c. chopped walnuts', '1 bunch chopped green onion', '1 bunch broccoli florets', '2 pkg. romaine lettuce']","""['sugar', 'red wine vinegar', 'oil', 'soy sauce', 'ramen noodles', 'walnut', 'green onion', 'broccoli', 'romaine lettuce']"""
296,Applesauce Cake,"['1/2 c. white sugar', '2 c. brown sugar', '1 stick margarine', '1/2 c. oil', '2 c. applesauce', '2 tsp. soda', '1/2 tsp. salt', '2 eggs', '1 c. ground raisins', '1/2 c. walnuts or pecans', '2 1/2 c. flour', '1 tsp. cinnamon', '1/4 tsp. cloves']","""['white sugar', 'brown sugar', 'margarine', 'oil', 'applesauce', 'baking soda', 'salt', 'egg', 'raisin', 'walnut', 'pecan', 'flour', 'cinnamon', 'cloves']"""
297,Mayonnaise,"['1 pt. oil', 'juice of 1/2 lemon', '1 egg yolk', '1 tsp. honey']","""['oil', 'lemon juice', 'egg yolk', 'honey']"""
298,Shepherd'S Pie,"['1 lb. hamburg', '1/4 c. chopped onion', '1/4 tsp. salt', '1/8 tsp. pepper', '1 c. mashed potatoes']","""['hamburger', 'onion', 'salt', 'black pepper', 'mashed potato']"""
299,Fresh Apple Cake,"['3 c. chopped, raw apple', '2 c. flour', '2 c. sugar', '1/2 c. shortening (I used 1 stick oleo)', '2 eggs', '1/2 tsp. salt', '1 tsp. baking soda', '2 tsp. vanilla', '1/2 tsp. nutmeg', '1/2 tsp. cinnamon', '1 c. chopped nuts']","""['apple', 'flour', 'sugar', 'shortening', 'egg', 'salt', 'baking soda', 'vanilla', 'nutmeg', 'cinnamon', 'nut']"""
300,Brown Rice Pizza(Light),"['1 1/2 c. cooked brown rice (without salt or fat)', '1 1/2 c. (6 oz.) shredded part skim milk Mozzarella cheese, divided', '1 egg, beaten (I use Second Nature)', '1 tsp. oregano, divided', 'Pam', '1 c. broccoli flowerets', '1 c. sliced zucchini', '1 c. sliced fresh mushrooms', '1 small onion, sliced', '8 oz. can tomato sauce (no salt)']","""['brown rice', 'mozzarella cheese', 'egg', 'oregano', 'pam', 'broccoli', 'zucchini', 'mushroom', 'onion', 'tomato sauce']"""
301,Creamy Shells With Broccoli And Ham,"['1 (1 lb.) box medium size macaroni shells', '1/2 lb. cooked ham', '1 (10 oz.) pkg. frozen broccoli, thawed', '1 clove garlic, crushed', '1/2 c. margarine', '1 c. heavy cream', '1 c. grated Parmesan cheese']","""['macaroni shell', 'ham', 'broccoli', 'garlic', 'margarine', 'cream', 'parmesan cheese']"""
302,Chicken Over Rice,"['1 chopped onion', '2 chopped bell peppers', '1/2 bunch celery', '1 can chicken broth', '2 chopped potatoes', 'little soy sauce and cornstarch']","""['onion', 'bell pepper', 'celery', 'chicken broth', 'potato', 'soy sauce', 'cornstarch']"""
303,Meatball Chop Suey,"['2 lb. ground beef', '1/2 c. bread crumbs', '1 c. milk', '2/3 c. onion, chopped', '1 egg', '1 tsp. salt', '1/8 tsp. pepper', '3 Tbsp. lard or drippings', '2 beef bouillon cubes', '3 c. hot water', '1/4 c. soy sauce', '2 c. celery, cut in 1/2-inch strips', '3 Tbsp. cornstarch', '2 Tbsp. cold water', '2 c. bean sprouts, drained', '1 c. mushroom stems (4 oz.)', 'cooked rice or chow mein noodles']","""['ground beef', 'bread crumb', 'milk', 'onion', 'egg', 'salt', 'black pepper', 'lard', 'beef bouillon', 'water', 'soy sauce', 'celery', 'cornstarch', 'bean sprout', 'mushroom', 'cooked rice or chow mein noodles']"""
