id,title,ingredients,directions,link,source,ner
551318,Pizza Appetizers,"{1 lb. ground beef,1 lb. pork sausage,""1 lb. Velveeta cheese, cut in cubes"",1 tsp. Worcestershire sauce,1/2 tsp. garlic powder,2 loaves party rye bread}","{""Brown beef and sausage; drain fat and stir in cubed cheese. Add remaining ingredients, except bread; spread on bread."",Put in single layer on cookie sheets and freeze.,Microwave when you are ready to eat.}",www.cookbooks.com/Recipe-Details.aspx?id=19294,Gathered,"{ground beef,pork sausage,Velveeta cheese,Worcestershire sauce,garlic powder,party rye bread}"
551319,Pineapple Cranberry Salad,"{""1 c. crushed pineapple, drained"",1 large can cranberry sauce,1 c. chopped nuts,2 pkg. red jello,""1 orange, cut up fine (rind and all)"",1/2 c. sugar}",{Dissolve 1/2 cup sugar in 1 cup hot water. Dissolve jello in 1 cup hot water. Add sauce and mix well. Add all other ingredients and chill until well set.},www.cookbooks.com/Recipe-Details.aspx?id=996173,Gathered,"{pineapple,cranberry sauce,nuts,red jello,orange,sugar}"
551320,Bunny Salad,"{pear halves,almond for each ear,marshmallows for tail,""cherries, cut up in 6 pieces"",lettuce}","{Make slits in pear and insert almonds for ears.,Make slits for nose and eyes and then insert cherry pieces.,Add marshmallow tail.,Surround by shredded lettuce.}",www.cookbooks.com/Recipe-Details.aspx?id=225941,Gathered,"{pear halves,almond,marshmallows,cherries}"
551321,Summer Salad,"{1 can black olives,""1 bunch fresh broccoli, cut up"",""1 bunch fresh or frozen cauliflower, cut up"",""3 tomatoes, cubed"",""1 onion, chopped"",""1 1/2 c. cheese, cubed"",""3 hard-boiled eggs, cubed"",shaved ham,""radishes, sliced"",""1 cucumber, sliced""}",{Add all together and pour Italian dressing over top.},www.cookbooks.com/Recipe-Details.aspx?id=204032,Gathered,"{black olives,fresh broccoli,cauliflower,tomatoes,onion,cheese,eggs,ham,cucumber}"
551322,Hamburger Casserole,"{1 1/2 lb. hamburger,""1 medium onion, chopped"",1 qt. raw potatoes,1 can mushroom soup,1 can mixed vegetables}","{Brown hamburger and onion.,Peel and cube raw potatoes. Line a 9,x 13-inch pan with raw potatoes.,Cover with browned hamburger and,onion.,Pour soup and mixed vegetables together on top.,Bake at 325u00b0 for 1 1/2 hours until potatoes are done.}",www.cookbooks.com/Recipe-Details.aspx?id=619105,Gathered,"{hamburger,onion,potatoes,mushroom soup,mixed vegetables}"
551323,Corn Pudding,"{2 c. corn,2 eggs,4 Tbsp. sugar,1 Tbsp. flour,2 Tbsp. butter,1 c. milk,pinch of salt}",{Combine all ingredients. Bake in casserole 40 to 45 minutes at 400u00b0.},www.cookbooks.com/Recipe-Details.aspx?id=513597,Gathered,"{corn,eggs,sugar,flour,butter,milk,salt}"
551324,Strawberry Jam Bread,"{3 c. plain flour,1 tsp. salt,3/4 tsp. cream of tartar,1/2 tsp. soda,1 1/2 c. sugar,1 c. butter or oleo,1/2 c. buttermilk,1 c. chopped nuts,1 Tbsp. vanilla,1/4 tsp. lemon juice,4 eggs,1 c. strawberry jam}","{""Combine flour, salt, cream of tartar and soda."",""Cream sugar, butter, vanilla and lemon juice."",Combine the two mixtures.,""Add eggs, buttermilk and strawberry jam."",""Mix well, finally adding nuts."",Pour in 2 (8 x 4-inch) loaf pans that have been greased and floured.,Bake at 350u00b0 for 55 minutes.}",www.cookbooks.com/Recipe-Details.aspx?id=263720,Gathered,"{flour,salt,cream of tartar,soda,sugar,butter,buttermilk,nuts,vanilla,lemon juice,eggs,strawberry jam}"
551325,Bean Hash,"{1 lb. ground beef,4 slices bacon,1 c. onion,3 (16 oz.) cans baked beans,1/2 c. brown sugar,1 tsp. salt,1/2 c. catsup,1 tsp. prepared mustard,1 Tbsp. vinegar}","{""Fry beef, bacon and onion until tender."",Drain and add remaining ingredients.,Simmer at least 30 minutes to 1 hour.}",www.cookbooks.com/Recipe-Details.aspx?id=1022698,Gathered,"{ground beef,bacon,onion,beans,brown sugar,salt,catsup,mustard,vinegar}"
551326,Quick And Easy Chicken Casserole,"{8 chicken breasts,1 can cream of chicken soup,1 small sour cream,1/2 bag Pepperidge Farm herbed stuffing,1/4 stick butter,salt and pepper to taste}","{Boil chicken.,Cool and remove from bone.,Mix in soup and sour cream.,Place mixture in a baking dish.,Top with herbed stuffing.,Dot top with butter.,Bake at 325u00b0 for 20 to 30 minutes.,Serves 4 to 6.}",www.cookbooks.com/Recipe-Details.aspx?id=453617,Gathered,"{chicken breasts,cream of chicken soup,sour cream,butter,salt}"
551327,Cheese Krispies,"{2 sticks oleo,2 c. grated sharp Cheddar cheese,2 c. flour,2 c. Rice Krispies,1/2 Tbsp. cayenne pepper or red pepper}","{Soften oleo and cheese (do not melt).,""Add flour, Rice Krispies and red pepper."",Make small balls and flatten with fork on cookie sheet.,Bake for 15 minutes at 350u00b0 until slightly browned.,Yield:,4 dozen.}",www.cookbooks.com/Recipe-Details.aspx?id=192739,Gathered,"{oleo,Cheddar cheese,flour,Rice Krispies,cayenne pepper}"
551395,Aunt Lizzie'S Caramel Filling,"{1 1/2 c. sugar,1 c. sweet milk,1 tsp. vanilla,round ball of butter the size of a small egg}","{Mix together.,Stir and cook until thick.,Beat and spread over cake.}",www.cookbooks.com/Recipe-Details.aspx?id=343725,Gathered,"{sugar,sweet milk,vanilla,butter}"
551328,Broccoli Casserole,"{2 pkg. chopped frozen broccoli,""1 c. rice, uncooked"",2 c. water,1 stick margarine,""1 small onion, chopped"",1 can cream of mushroom soup,1/2 c. milk,2 tsp. salt,1/4 tsp. black pepper,1 1/2 c. grated cheese}","{Cook broccoli slightly (not done) and drain.,Cook rice in 2 cups water until done but not mushy.,""Saute onion in margarine. Combine broccoli soup, milk, rice, onion, margarine, salt, pepper and 3/4 cup cheese."",Pour into two casserole dishes and sprinkle the remaining cheese on top.,""(I usually use more cheese on top that it calls for, just cover the casserole.)"",Makes two 2-quart casseroles.,Bake at 300u00b0 for 30 minutes.,Serves 8 to 10.}",www.cookbooks.com/Recipe-Details.aspx?id=626437,Gathered,"{frozen broccoli,rice,water,margarine,onion,cream of mushroom soup,milk,salt,black pepper,grated cheese}"
551329,Broccoli Cheese Soup,"{""1 1/2 lb. American cheese, grated or cubed"",3 c. chopped fresh broccoli,1/4 c. white wine,salt and pepper to taste,1/2 c. flour,1/3 c. water,1/2 c. heavy cream,1/2 tsp. paprika,1/2 lb. butter,""1 1/2 onions, finely chopped"",""1 bell pepper, finely chopped"",""2 stalks celery, finely chopped"",1 qt. chicken stock,1 Tbsp. ground basil,2 to 3 cloves garlic,2 bay leaves}","{""Saute onions, celery and bell pepper in butter until soft."",""Add chicken stock, basil, garlic and bay leaves."",""Bring to boil. Reduce heat to low and add the cheese a little at a time, whisking after each addition."",""When all cheese has melted, add broccoli. Add the wine and check the flavor.""}",www.cookbooks.com/Recipe-Details.aspx?id=875153,Gathered,"{American cheese,fresh broccoli,white wine,salt,flour,water,heavy cream,paprika,butter,onions,bell pepper,stalks celery,chicken stock,ground basil,garlic,bay leaves}"
551330,Mindy'S Strawberry Pie,"{""1 lg. qt. strawberries, washed & hulled"",1 c. sugar,3 T. cornstarch,1 1/2 c. water,1 (3 oz.) pkg. strawberry jello}","{""Prepare and bake a 9-inch pie crust and cool. Combine sugar, cornstarch and water in a saucepan, and boil until it becomes thick. Remove from heat and add strawberry jello. Cool mixture at least 5 minutes. Arrange the whole strawberries in the pie crust and pour glaze slowly over the strawberries. Refrigerate 3-4 hours or until firm.""}",www.cookbooks.com/Recipe-Details.aspx?id=77506,Gathered,"{strawberries,sugar,cornstarch,water,strawberry jello}"
551331,Strawberry Jam Cake,"{1 c. butter,2 c. sugar,3 eggs,1 c. buttermilk,1 c. flour,1 tsp. baking powder,1 tsp. soda,1 tsp. salt,1 c. strawberry jam,""1 c. dates, chopped"",1 c. coconut,1 c. nuts}","{Cream the butter and sugar.,Add egg yolks.,Mix dry ingredients and add this to egg mixture alternately with the buttermilk.,Add beaten egg whites.,Add remaining ingredients. Bake at 350u00b0.}",www.cookbooks.com/Recipe-Details.aspx?id=804878,Gathered,"{butter,sugar,eggs,buttermilk,flour,baking powder,soda,salt,strawberry jam,dates,coconut,nuts}"
551332,Mexican Casserole,"{1 lb. ground beef,1 pkg. corn tortillas,1 can cream of mushroom soup,1 can Ranch Style beans,1 can Ro-Tel tomatoes,Cheddar cheese}","{Brown ground beef and drain.,Mix soup and tomatoes; set aside.,""Add layer of tortillas, meat, beans and cheese in baking pan."",Add second layer.,Pour soup mixture over all.,Add cheese. Bake at 350u00b0 for 45 minutes.}",www.cookbooks.com/Recipe-Details.aspx?id=885931,Gathered,"{ground beef,corn tortillas,cream of mushroom soup,beans,Ro-Tel tomatoes,Cheddar cheese}"
551333,Punch Bowl Cake(Serves Many),"{""1 yellow cake mix, baked according to instructions on box"",""1 (20 oz.) can crushed pineapple, drained"",2 (21 oz.) cans strawberry pie filling,1 large carton Cool Whip,2 c. chopped pecans,6 bananas,""1 large pkg. vanilla pudding, made according to instructions""}","{Layer ingredients in a large punch bowl as follows:,""1/2 cake (crumbled), 3 bananas (sliced), 1/2 of the pudding, 1/2 of the drained pineapple, 1 can strawberry pie filling, 1/2 of the Cool Whip and 1 cup pecans.""}",www.cookbooks.com/Recipe-Details.aspx?id=257244,Gathered,"{yellow cake,pineapple,strawberry pie filling,pecans,bananas,vanilla pudding}"
551334,Yellow Punch,"{4 c. sugar,3 qt. water,1/2 gal. orange juice,1/2 gal. pineapple juice,1 ginger ale,1/2 bottle lemon juice}","{Mix well and serve cold.,Makes 2 gallons.}",www.cookbooks.com/Recipe-Details.aspx?id=709769,Gathered,"{sugar,water,orange juice,pineapple juice,ginger ale,lemon juice}"
551335,Colorful Cookies,"{1 1/2 c. sugar,1 c. butter,2 eggs,2 3/4 flour,2 c. cream of tartar,""3 c. Circus O, slightly crushed""}","{""Heat oven to 400u00b0. In a large bowl, cream sugar, butter and eggs until light and fluffy. Mix in flour and cream of tartar. Stir in cereal. Put mixture into 1-inch balls and place 2-inches apart onto ungreased cookie sheet. Bake 8 to 10 minutes or until lightly browned. Cool and eat.""}",www.cookbooks.com/Recipe-Details.aspx?id=91484,Gathered,"{sugar,butter,eggs,flour,cream of tartar,O}"
551336,Parmesan Chicken,"{1/4 c. bread or cornflake crumbs,4 Tbsp. Parmesan cheese,1/4 tsp. oregano,dash of garlic,dash of pepper,1 can mushroom soup,1/2 c. milk}","{""Combine crumbs, 1/2 of cheese, oregano, garlic and pepper. Coat chicken with this mixture."",Put chicken in shallow pan and bake for 20 minutes at 400u00b0.,Turn chicken and bake 20 more minutes.,Mix soup and milk and pour over chicken.,Sprinkle the rest of cheese over top.,Bake 20 more minutes.,Makes a nice gravy that can be served over rice or noodles.}",www.cookbooks.com/Recipe-Details.aspx?id=946277,Gathered,"{bread,Parmesan cheese,oregano,garlic,pepper,mushroom soup,milk}"
551337,Date Cake,"{""1 lb. dates, chopped"",1 tsp. soda,1 c. hot water,1 c. sugar,1/2 c. shortening,3 eggs,2 1/2 c. flour,1 tsp. allspice,1 1/2 c. pecans,1 tsp. vanilla}","{""Combine dates, soda and hot water, stir and set aside."",Cream sugar and shortening.,""Add eggs, beating well."",""Add flour, allspice, pecans and vanilla."",Mix well.,Bake in layers at 350u00b0 until done.}",www.cookbooks.com/Recipe-Details.aspx?id=343166,Gathered,"{dates,soda,water,sugar,shortening,eggs,flour,allspice,pecans,vanilla}"
551338,Vidalia Onion Casserole,"{4 large Vidalia onions (1/2-inch thick),1/2 c. (1 stick) butter margarine,2/3 c. chicken broth,1/3 c. sherry,2 Tbsp. flour,1 1/2 c. soft bread crumbs,1/2 c. grated sharp Cheddar cheese,2 Tbsp. grated Parmesan cheese}","{Saute onions in butter or margarine until onions are transparent.,""Add chicken broth, sherry and flour."",""When slightly thickened, transfer to medium casserole dish."",Top with crumbs and both cheeses.,Bake at 350u00b0 for about 20 minutes or until lightly browned and bubbly.,Serves 4 to 6.}",www.cookbooks.com/Recipe-Details.aspx?id=607430,Gathered,"{Vidalia onions,butter margarine,chicken broth,sherry,flour,bread crumbs,grated sharp,Parmesan cheese}"
551339,Lime Chiffon Pie,"{1 (9-inch) baked pie shell,1/2 c. sugar,1 Tbsp. cornstarch,1 envelope unflavored gelatin,1 c. water,""4 eggs, separated"",1 tsp. grated lime peel,1/4 c. lime juice,6 drops green food coloring,1/2 c. sugar,1 c. whipping cream,lime slices}","{""Combine sugar, cornstarch and gelatin in saucepan."",""In a bowl, mix egg yolks and water until smooth."",Gradually add to sugar mixture.,""Heat until mixture thickens, stirring constantly."",Boil 1 minute.,Pour into bowl.,""Add lime peel, juice and coloring. Refrigerate, stirring occasionally, until mixture mounds when dropped from spoon."",Beat cream.,Fold in sugar.,Fold half of cream into lime mixture and fill pie.,Pipe rest of cream on pie and garnish with lime slices.,Refrigerate 2 hours.}",www.cookbooks.com/Recipe-Details.aspx?id=498886,Gathered,"{shell,sugar,cornstarch,unflavored gelatin,water,eggs,lime peel,lime juice,sugar,whipping cream,lime slices}"
551340,Spice Molasses Cookies,"{3/4 c. shortening,1 c. sugar,1 egg,1/4 c. molasses,2 c. flour,1 tsp. baking soda,1 tsp. baking powder,1/4 tsp. salt,1 tsp. ginger,1 tsp. cinnamon,1/2 tsp. nutmeg,1/4 tsp. cloves,1/4 tsp. allspice}","{Mix all ingredients together.,Chill dough for 1 hour.,Shape dough into 1-inch balls.,Roll balls in sugar.,Place 1-inch apart on ungreased cookie sheet.,Bake at 375u00b0 for 9 to 11 minutes.}",www.cookbooks.com/Recipe-Details.aspx?id=708436,Gathered,"{shortening,sugar,egg,molasses,flour,baking soda,baking powder,salt,ginger,cinnamon,nutmeg,cloves,allspice}"
551341,Cocktail Sausages In Quick Teriyaki Sauce,"{1 pkg. cocktail sausages or precooked chicken wings,grape jelly,""barbecue sauce, heated""}","{Use equal parts of jelly and barbecue sauce (approximately 1/2 cup of each per pound of meat).,Add meat to the heated sauce and heat through.,Serve with picks.}",www.cookbooks.com/Recipe-Details.aspx?id=881065,Gathered,"{cocktail sausages,grape jelly,barbecue sauce}"
551342,Corn-Cheese Pudding,"{""1 (17 oz.) can whole kernel corn, drained"",""1 (2 oz.) jar pimientos, drained and chopped"",1 c. shredded Cheddar cheese,""1 medium green bell pepper, diced"",""2 eggs, slightly beaten"",1/2 c. milk,2 Tbsp. flour,2 Tbsp. sugar,""2 Tbsp. margarine, melted"",1 tsp. salt}","{Combine all ingredients; mix well.,Pour into a greased 1 1/2-quart casserole.,Bake at 350u00b0 for 45 to 50 minutes.,Yield: 4 to 6 servings.}",www.cookbooks.com/Recipe-Details.aspx?id=214885,Gathered,"{whole kernel corn,pimientos,Cheddar cheese,green bell pepper,eggs,milk,flour,sugar,margarine,salt}"
551343,Jaeger Schnitzel,"{2 lb. pork cutlet,3 eggs,bread crumbs (Italian-flavored),1 small can mushrooms,2 c. your favorite brown gravy}","{Take pork,""cutlet,"",slice,as thin as possible and beat with meat,hammer.,Dip into beaten eggs and bread crumbs; fry over medium,heat,until,golden brown.,""After all cutlets are cooked, add"",1,small,can,mushrooms to 2 cups gravy and pour over meat and serve.}",www.cookbooks.com/Recipe-Details.aspx?id=945745,Gathered,"{pork cutlet,eggs,bread crumbs,mushrooms,your favorite brown gravy}"
551344,Vegetable Casserole,"{""1 pkg. frozen mixed vegetables, cooked slightly"",1 c. grated cheese,1 c. chopped onion,1 c. mayonnaise,1 pkg. Harvest wheat crackers or Harvest 5 grain crackers,""1 stick margarine, melted""}","{Drain cooked vegetables and place in casserole.,""Mix together cheese, onion and mayonnaise; pour over vegetables."",Crumble crackers and pour melted margarine over them.,Put mixture over cheese mixture in casserole dish.,Bake until crackers are golden brown at 350u00b0 about 30 or 40 minutes.}",www.cookbooks.com/Recipe-Details.aspx?id=446790,Gathered,"{mixed vegetables,grated cheese,onion,mayonnaise,Harvest wheat crackers,margarine}"
551345,Pasta With Shrimp And Wine,"{12 oz. shrimp (can be combined with scallops),1 c. onion,2 Tbsp. butter,1 Tbsp. olive oil,1 c. dry white wine,1 Tbsp. chicken bouillon granules,1 tsp. dried basil,1/2 tsp. salt,1/8 tsp. black pepper,""2 medium tomatoes, peeled, seeded and chopped"",10 oz. linguine,""1/4 c. butter, melted"",1/2 c. grated Parmesan cheese,1/2 c. snipped fresh parsley,1/4 tsp. red pepper (optional),zucchini slices (optional)}","{""In a saucepan, cook onion in 2 tablespoons butter and olive oil until tender, but not brown."",""Stir in wine, bouillon granules, basil, salt, pepper and red pepper (optional)."",""Bring to a boil gently, uncovered, for 12 to 15 minutes, until liquid is reduced by half.""}",www.cookbooks.com/Recipe-Details.aspx?id=854199,Gathered,"{shrimp,onion,butter,olive oil,white wine,chicken bouillon granules,basil,salt,black pepper,tomatoes,linguine,butter,Parmesan cheese,parsley,red pepper,zucchini}"
551346,Cabbage-Cheddar Chowder,"{1 lb. ground beef,""2 medium stalks celery, sliced"",""1 small onion, chopped"",""1/2 small green pepper, chopped"",1/2 medium head cabbage,1/2 c. water,3 c. milk,2 c. shredded Cheddar cheese,3 Tbsp. flour,1 1/2 tsp. salt,1/8 tsp. ground nutmeg,1/8 tsp. pepper,2 Tbsp. sliced pimiento}","{""Cook and stir ground beef, celery, onion and green pepper in Dutch oven until vegetables are tender; drain."",""Stir in cabbage and water. Cover and cook over low heat, stirring occasionally, until cabbage is desired doneness, about 10 minutes."",""Stir in milk, cheese, flour, salt, nutmeg and pepper."",""Heat to boiling, stirring constantly. Boil and stir 1 minute."",Garnish each serving with pimiento.,Makes 8 servings.}",www.cookbooks.com/Recipe-Details.aspx?id=983758,Gathered,"{ground beef,stalks celery,onion,green pepper,head cabbage,water,milk,Cheddar cheese,flour,salt,ground nutmeg,pepper,pimiento}"
551347,Chocolate Peanut Buddy Bars,"{1 c. peanut butter,1 1/4 c. sugar,1 tsp. vanilla,1/4 tsp. salt,6 Tbsp. butter,3 eggs,1 c. all-purpose flour,1 pkg. chocolate chips}","{Preheat oven to 350u00b0.,""In a large bowl, beat peanut butter and butter until smooth, 1 minute."",""Add sugar, eggs and vanilla."",Beat until creamy.,Blend in flour and salt.,Stir in 1 cup chocolate chips.,Spread into pan.,Bake 25 to 30 minutes until edges begin to brown.,Sprinkle chocolate chips over cookie layer.,Let stand 5 minutes.,Spread morsels evenly over top.,Cool; cut into 1 1/2-inch bars.}",www.cookbooks.com/Recipe-Details.aspx?id=671014,Gathered,"{peanut butter,sugar,vanilla,salt,butter,eggs,flour,chocolate chips}"
